no;urut;kode;pemda;pdrbb2013;pdrbb2014;pdrbb2015;pdrbb2016;pdrbb2017;pdrbb2018;pdrbb2019;pdrbb2020;pdrbb2021;pdrbb2022;pdrbb2023;gpdrbb2014;gpdrbb2015;gpdrbb2016;gpdrbb2017;gpdrbb2018;gpdrbb2019;gpdrbb2020;gpdrbb2021;gpdrbb2022;gpdrbb2023;bd2014;bd2015;bd2016;bd2017;bd2018;bd2019;bd2020;bd2021;bd2022;bd2023;prpad2014;prpad2015;prpad2016;prpad2017;prpad2018;prpad2019;prpad2020;prpad2021;prpad2022;prpad2023;prbm2014;prbm2015;prbm2016;prbm2017;prbm2018;prbm2019;prbm2020;prbm2021;prbm2022;prbm2023;eftpad2014;eftpad2015;eftpad2016;eftpad2017;eftpad2018;eftpad2019;eftpad2020;eftpad2021;eftpad2022;eftpad2023;ba2014;ba2015;ba2016;ba2017;ba2018;ba2019;ba2020;ba2021;ba2022;ba2023;psilpa2014;psilpa2015;psilpa2016;psilpa2017;psilpa2018;psilpa2019;psilpa2020;psilpa2021;psilpa2022;psilpa2023;size2014;size2015;size2016;size2017;size2018;size2019;size2020;size2021;size2022;size2023;opinib2014;opinib2015;opinib2016;opinib2017;opinib2018;opinib2019;opinib2020;opinib2021;opinib2022;opinib2023;area2014;area2015;area2016;area2017;area2018;area2019;area2020;area2021;area2022;area2023;adm2014;adm2015;adm2016;adm2017;adm2018;adm2019;adm2020;adm2021;adm2022;adm2023
313;420;3273;KOTA BANDUNG;3273;172698;195774;216864;240110;264552;289312;283627;297116;328151;351284;;;;;;;;;;;0,026140182;0,043677375;0,105501346;0,118204718;0,109795136;0,026074343;0,206997364;0,112811525;0,037321356;0,004594482;0,346402476;0,364783917;0,378658703;0,449599726;0,432928098;0,399299794;0,365662219;0,376135621;0,42933093;0,424983174;0,219010467;0,247562116;0,215082813;0,165810494;0,171674702;0,186850753;0,103286;0,127134838;0,099509352;0,136536819;0,973399773;0,88844575;0,782417164;0,841219288;0,756949513;0,834123339;0,618017105;0,665279211;0,870070809;0,913798398;0,155952522;0,187295361;0,191883751;0,191925806;0,155441082;0,113628248;0,297624597;0,134256984;0,036511377;0,063421167;0,244857028;0,195003308;0,093598764;0,104933537;0,039358412;0,036240283;0,084769922;0,102681875;0,082512979;0,099807801;2,52477E+13;2,32589E+13;2,40201E+13;2,39634E+13;4,26154E+13;4,35257E+13;4,38017E+13;4,37283E+13;4,60244E+13;5,33985E+13;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
314;421;3279;KOTA BANJAR;3279;3011;3330;3606;3848;4098;4357;4445;4661;4928;5245;;;;;;;;;;;0,342766928;0,162461883;0,123186291;0,160041306;0,087688587;0,031111763;0,041836735;0,043769724;0,047772384;0,054503995;0,176291221;0,163000673;0,142731439;0,154525524;0,145203154;0,126371442;0,153308031;0,169683862;0,173154431;0,173277527;0,23444564;0,268880002;0,32118445;0,273269567;0,24104784;0,244816166;0,07698999;0,078551306;0,116370126;0,101821537;1,856934233;1,161495486;0,971540574;0,955476981;0,884741824;0,763906582;0,880704234;0,943077176;0,88447366;0,851041915;0,211569788;0,052672807;0,059660215;0,107560212;0,040984839;0,002983122;0,104696454;0,048020115;0,040945608;0,026291663;0,171719764;0,171763321;0,077620044;0,107741546;0,104478456;0,040731152;0,077383689;0,073066471;0,020380199;0,016069;1,71999E+12;1,35176E+12;1,52677E+12;1,57079E+12;1,64658E+12;1,7119E+12;1,66932E+12;1,59608E+12;1,56319E+12;1,56889E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
315;423;6371;KOTA BANJARMASIN;6371;20420;23028;25294;27839;30396;33042;32727;34596;38498;42049;;;;;;;;;;;0,006600735;0,089767971;0,124679678;0,000561124;0,022763605;0,056193536;0,02372064;0,024768807;0,120324335;0,152987272;0,151074495;0,160623036;0,162708525;0,219414534;0,176051181;0,199796805;0,17595215;0,223168223;0,200680395;0,236633084;0,236392906;0,237436146;0,238273943;0,172667362;0,217183721;0,271592153;0,213935779;0,214506699;0,270967757;0,225136098;1,197872862;1,024547556;0,919786509;1,17913145;0,848738452;1,111807071;0,809643631;1,09927221;0,982833;0,566727093;0,090661762;0,128922372;0,124496971;0,126383968;0,122752226;0,10477053;0,15907;0,056201154;0,015358579;0,164164759;0,009367427;0,082679675;0,08143033;0,185629779;0,241640994;0,162950368;0,148743691;0,125533157;0,080519435;0,009204056;3,908E+12;4,28962E+12;4,641E+12;4,85843E+12;5,18513E+12;5,43299E+12;2,1799E+12;5,73921E+12;6,11478E+12;1,32611E+13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
316;424;2171;KOTA BATAM;2171;107220;120946;130553;137925;151285;164484;161364;172844;194836;216098;;;;;;;;;;;0,106196624;0,104166505;0,076765936;0,11699454;0,071234472;0,106331033;0,12889597;0,116473127;0,090886519;0,034990467;0,385817097;0,432096115;0,397741937;0,451472065;0,459575374;0,454909185;0,378382632;0,432820815;0,450051803;0,49272235;0,250429173;0,243416028;0,246545747;0,250290321;0,257582224;0,258751428;0,132120655;0,232035451;0,21907958;0,173962564;1,30026783;1,014476336;0,988059996;0,839616993;0,86208143;0,849815448;0,650389601;0,763638858;0,800338995;0,922201339;0,007486781;0,088040323;0,178783663;0,126995973;0,093525858;0,109536295;0,222838436;0,109639291;0,083666105;0,07761326;0,13191819;0,023918894;0,060162825;0,03051557;0,01881646;0,01402381;0,104986218;0,061381269;0,019274486;0,037305975;4,19164E+12;3,4348E+12;3,75807E+12;3,9724E+12;4,30464E+12;6,11012E+12;6,45108E+12;8,01741E+12;1,10141E+13;2,52052E+13;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
317;425;3579;KOTA BATU;3579;10260;11510;12902;14241;15642;16926;15917;16841;18588;20525;;;;;;;;;;;0,132560513;0,0353152;0,063227906;0,113825735;0,05319142;0,005764849;0,107004375;0,028843736;0,090761583;0,039231402;0,11438992;0,143620899;0,136328946;0,175907906;0,165060583;0,185688484;0,153147173;0,151559545;0,202480782;0,212061011;0,215929753;0,34386329;0,212726082;0,182999634;0,14723184;0,15108604;0,100823127;0,132523312;0,113226976;0,10546757;1,344786197;1,300481409;0,922470283;1,204467985;1,132922714;1,198205956;0,660627335;0,735035263;1,007649435;0,889132168;0,169168443;0,10393433;0,067402006;0,039407877;0,08925184;0,053489906;0,067085428;0,089564431;0,111329287;0,000770695;0,263597452;0,126064893;0,089931818;0,163131173;0,275916724;0,31402095;0,301179398;0,250838951;0,252251891;0,181760798;1,4139E+12;1,21981E+12;1,66877E+12;1,74449E+12;1,9108E+12;2,00994E+12;1,96759E+12;1,95775E+12;2,72712E+12;2,695E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
318;426;7472;KOTA BAUBAU;7472;5324;6016;6777;7508;8256;9044;9076;9628;10711;11522;;;;;;;;;;;0,104884216;0,124100201;0,072787524;0,038143417;0,014673299;0,008068765;0,08373404;0,010949669;0,044803599;0,042374834;0,079001558;0,071713518;0,080033624;0,12847781;0,082371134;0,09669508;0,102995187;0,111072447;0,118825428;0,111364937;0,18859109;0,316599078;0,332537657;0,307695252;0,218440061;0,23488664;0,188906708;0,205325261;0,284466544;0,22136299;1,361734699;1,165738642;1,403126678;1,754341815;0,787902112;1,135499655;0,776886382;0,719909715;0,784705876;0,762539202;0,041735909;0,080539314;0,125390714;0,039149038;0,033737405;0,091535033;0,133481305;0,258230438;0,082854394;0,045632498;0,257777662;0,22199797;0,164667707;0,096172166;0,093765091;0,102817566;0,090529068;0,117439937;0,113195564;0,038893861;1,61153E+12;1,92578E+12;1,74196E+12;1,85349E+12;2,08455E+12;2,35495E+12;2,42086E+12;2,54372E+12;2,59399E+12;5,2986E+12;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
319;427;3275;KOTA BEKASI;3275;64109;70765;76909;83328;90984;98209;96492;101383;109881;118963;;;;;;;;;;;0,018527304;0,07828202;0,012833777;0,049355414;0,102138532;0,10149221;0,126099668;0,023927912;0,106888776;0,05907489;0,346304591;0,379196997;0,380418888;0,418011559;0,413804514;0,40948682;0,402365008;0,439816082;0,44324817;0,444540187;0,231504417;0,321967598;0,324222069;0,248092827;0,155964741;0,198347221;0,165023355;0,208470601;0,187718261;0,179852105;1,155877231;1,129496946;0,997523238;1,0882538;0,823136832;0,746015198;0,679098903;1,000611345;0,925226596;0,877377735;0,171072768;0,073154337;0,056450582;0,061730635;0,147156679;0,158618573;0,174848545;0,066906115;0,026033557;0,080503194;0,214619254;0,199077626;0,139101334;0,064442189;0,020553334;0,082887856;0,152493705;0,143332295;0,152438574;0,08537225;7,77676E+12;8,49753E+12;1,00021E+13;1,13959E+13;1,17075E+13;1,35048E+13;1,44864E+13;1,51538E+13;1,60143E+13;1,63346E+13;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
320;428;1771;KOTA BENGKULU;1771;14237;15816;17550;19277;21218;23201;23498;24975;28090;30811;;;;;;;;;;;0,017592226;0,048995789;0,003473974;0,000132194;0,008319147;0,035835645;0,146690133;0,026425561;0,023896344;0,092836733;0,087168117;0,102197678;0,097674118;0,151519734;0,166727755;0,156197081;0,143701405;0,153090192;0,161789098;0,16656747;0,175586675;0,213625423;0,226975921;0,286751946;0,162927412;0,205027747;0,275339364;0,126345598;0,164242603;0,197339551;0,978759972;0,888323642;0,896777536;1,364063862;1,001345063;0,905131671;0,747365939;0,839856068;0,79178685;0,617411038;0,069616984;0,041921259;0,119838515;0,035433816;0,063418956;0,21815908;0,142489855;0,035690143;0,015604605;0,106087445;0,113143995;0,016076837;0,007908896;0,009083125;0,053446674;0,079373504;0,010619727;0,052783391;0,037982582;0,031638845;2,1631E+12;1,7894E+12;1,92023E+12;1,9849E+12;1,79891E+12;1,8395E+12;1,99235E+12;2,03733E+12;2,06789E+12;4,30429E+12;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
321;429;5272;KOTA BIMA;5272;2671;2994;3299;3633;3950;4274;4133;4301;4575;4986;;;;;;;;;;;1,289104565;0,089084353;0,033592787;0,245004214;0,019721442;0,005743306;0,127085977;0,028698444;0,055525582;0,012534229;0,561180509;0,042586706;0,039080039;0,053885462;0,060040615;0,065111234;0,066090145;0,064402249;0,061508696;0,066547076;0,198903866;0,248482719;0,275450381;0,306477574;0,275065353;0,240687484;0,208022008;0,193077942;0,205299778;0,17770394;33,6867869;1,066013455;0,913348958;1,63169936;1,382618353;1,008234256;0,762489863;0,80832089;0,720473195;0,94161241;0,007088376;0,029561408;0,05870475;0,041297094;0,134893802;0,118526248;0,131461402;0,06282728;0,035073137;0,010731841;0,56798442;0,049264335;0,033325771;0,205874324;0,150472574;0,120403035;0,015339717;0,030098062;0,095038418;0,023023271;1,12426E+12;9,29891E+11;1,11319E+12;1,38451E+12;1,42463E+12;1,50166E+12;1,9225E+12;1,94882E+12;2,1012E+12;2,22745E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
322;430;1275;KOTA BINJAI;1275;7649;8382;9112;9905;10765;11700;11769;12317;13316;14460;;;;;;;;;;;0,006917374;0,066591668;0,021276161;0,006965998;0,049580834;0,046548038;0,0948684;0,153456528;0,118702516;0,093103946;0,089501193;0,092837145;0,100907846;0,158282466;0,150771878;0,119601515;0,127332625;0,105852222;0,120547766;0,123059395;0,190579711;0,197661297;0,214626089;0,181329316;0,229246121;0,140539845;0,116254047;0,15405816;0,121029153;0,140177164;1,047434766;0,883319247;1,097718302;1,416496146;0,998807441;0,789034653;0,742249022;0,383639271;0,454755185;0,489996412;0,109012928;0,060111201;0,07619359;0,071072366;0,028334303;0,043116659;0,103898179;0,14670888;0,120063027;0,089802985;0,117557087;0,061624275;0,018829025;0,051301368;0,006866629;0,009506938;0,010677677;0,004416888;0,00717675;0,00477845;2,90287E+12;1,31576E+12;1,21604E+12;1,22834E+12;1,3259E+12;1,34022E+12;1,32035E+12;1,33774E+12;1,37204E+12;1,42059E+12;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
323;431;7172;KOTA BITUNG;7172;10517;11634;12682;14083;15163;16309;17085;18678;20620;22674;;;;;;;;;;;0,092988617;0,114705694;0,298240425;0,067527945;0,010128219;0,002738211;0,087001652;0,114896552;0,085870302;0,05914148;0,112087698;0,146580625;0,097535902;0,14117798;0,113307366;0,100221103;0,093304344;0,075162824;0,081524132;0,093122897;0,243965795;0,226445091;0,278897469;0,244436759;0,306767137;0,248386124;0,098072714;0,179655955;0,273962008;0,219118168;1,462220097;1,415113734;0,854918523;1,191379419;0,996848819;1,04178087;0,812941493;0,844214561;0,921067484;0,765869297;0,025202705;0,132758612;0,201015201;0,002907608;0,022124197;0,003184664;0,090756234;0,052481126;0,282081677;0,213841951;0,116978736;0,071745348;0,056877113;0,100441118;0,057712104;0,0301082;0,015069854;0,222509769;0,22764789;0,005107258;1,4006E+12;1,13264E+12;1,44101E+12;1,713E+12;1,84274E+12;1,88445E+12;1,82265E+12;2,04011E+12;2,48745E+12;4,8557E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
324;432;3572;KOTA BLITAR;3572;4354;4819;5331;5782;6302;6792;6708;7114;7834;8515;;;;;;;;;;;0,109163071;0,016686687;0,02550615;0,090668345;0,025500376;0,016924716;0,043071673;0,176058728;0,046795144;0,023404739;0,14610908;0,157539339;0,155715412;0,228881227;0,182272287;0,176609057;0,198200949;0,285758064;0,170121468;0,184795895;0,191670898;0,215223533;0,237086748;0,223116533;0,197319315;0,253800367;0,132259524;0,132714099;0,15504333;0,142515047;1,365825864;1,471012361;1,219556095;1,583417376;1,163982841;0,956767514;1,003304198;1,588702011;0,774237698;0,933153361;0,039429687;0,000726152;0,021732614;0,019721002;0,08848774;0,014183823;0,1533026;0,026593806;0,014982805;0,060936823;0,152389398;0,124010575;0,073752686;0,151824853;0,236026755;0,185669619;0,212724936;0,050463023;0,129609365;0,079686423;1,99543E+12;2,09035E+12;2,22858E+12;2,26293E+12;2,44142E+12;2,64473E+12;2,59505E+12;2,8424E+12;2,83809E+12;5,73808E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
325;433;3271;KOTA BOGOR;3271;29147;32365;35401;38478;42226;46472;45912;48326;52915;57004;;;;;;;;;;;0,12824593;0,047182124;0,010062858;0,100059104;0,02992129;0,089079079;0,002368241;0,173665691;0,196847801;0,026411396;0,309971281;0,328033471;0,364190895;0,427280119;0,391719254;0,396851908;0,359064729;0,40655198;0,411761674;0,451096643;0,293216022;0,236673969;0,261185331;0,193041346;0,189256293;0,198136312;0,117270678;0,158801391;0,191526681;0,171067113;1,318419229;1,017072546;1,150008956;1,342449461;1,042237257;1,075698826;0,804880324;1,112034565;1,033234189;0,990753369;0,002089883;0,086122426;0,097148775;0,060909805;0,049061252;0,030385424;0,095843284;0,03776969;0,184274526;0,026269;0,171078884;0,177489773;0,141619297;0,144271167;0,110174863;0,108490337;0,134852977;0,138008381;0,057894652;0,018281682;6,26343E+12;6,57044E+12;7,76592E+12;7,9939E+12;8,134E+12;8,45087E+12;9,20386E+12;9,91307E+12;1,03166E+13;1,07924E+13;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
326;435;1375;KOTA BUKITTINGGI;1375;5636;6170;6783;7453;8013;8700;8628;9027;10194;11132;;;;;;;;;;;0,144737208;0,020282712;0,095944796;0,070771751;0,002684187;0,006392152;0,14298002;0,059412423;0,02681699;0,058945978;0,103478495;0,11128395;0,110198985;0,156687888;0,146546801;0,152425522;0,122003578;0,133287273;0,187280181;0,174140007;0,141225887;0,119366848;0,128216089;0,195935157;0,252407712;0,262152719;0,312953388;0,14312506;0,166660973;0,098535171;1,064979119;1,053707562;0,978332648;1,049750106;1,019487405;0,959688065;0,555261551;0,684381766;0,934418216;0,76584684;0,058993824;0,120222498;0,012469291;0,30109956;0,130381372;0,173273453;0,200152376;0,172310191;0,116818052;0,099176955;0,16646212;0,149780663;0,125393898;0,130297749;0,13789013;0,155384239;0,144200118;0,193117616;0,110712949;0,046759294;2,03568E+12;1,44353E+12;1,49203E+12;1,51528E+12;1,44533E+12;1,62088E+12;1,69151E+12;2,05225E+12;2,04536E+12;4,06007E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
327;436;3672;KOTA CILEGON;3672;69749;77058;81954;88871;96795;104249;102732;110495;120766;129532;;;;;;;;;;;0,116354368;0,059518;0,00647986;0,002900814;0,041037876;0,036748849;0,045184482;0,011952535;0,016373778;0,065646382;0,358745964;0,411268917;0,350723177;0,381595162;0,354802711;0,359255824;0,407338105;0,353300565;0,414308866;0,391348233;0,259685629;0,254799002;0,286144671;0,284792602;0,191584865;0,226634716;0,129250223;0,122230292;0,123480831;0,109330411;1,293605617;1,310511287;1,05306871;0,955392926;0,846019628;0,90508773;0,986663839;0,858007912;0,92692038;0,801727156;0,007559067;0,064117467;0,095562686;0,090786566;0,201009721;0,087447348;0,231163148;0,17954568;0,121547572;0,136816514;0,269692523;0,221069575;0,1317742;0,093027642;0,11834355;0,077292624;0,193179682;0,262901549;0,177885699;0,05520241;3,2955E+12;2,69093E+12;3,12827E+12;3,35241E+12;4,52051E+12;4,71504E+12;5,03372E+12;5,14005E+12;5,33559E+12;4,84539E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
328;437;3277;KOTA CIMAHI;3277;20569;22647;24564;26580;29240;32226;32211;34244;37538;40499;;;;;;;;;;;0,077352512;0,082719382;0,000440053;0,218297502;0,029850323;0,015065882;0,001552649;0,175325734;0,040414268;0,051238866;0,204050346;0,226498295;0,234660269;0,250508006;0,254527255;0,251822615;0,257673632;0,266492675;0,296517934;0,304266699;0,14525724;0,168176349;0,202495546;0,201827932;0,185363804;0,173355153;0,075834913;0,166762367;0,05920891;0,087202295;1,249761503;1,302737436;1,260221811;1,420122742;1,032057561;0,81251544;0,909048947;1,177174611;1,111618747;1,127081206;0,112135521;0,143688678;0,124621122;0,124673813;0,053910535;0,13914769;0,168391725;0,028257265;0,069663814;0,00612841;0,203099498;0,285254908;0,169878261;0,254612218;0,126377656;0,084900363;0,185989629;0,20305121;0,188879255;0,083709723;2,21854E+12;2,10555E+12;2,11571E+12;2,30859E+12;2,38923E+12;2,69844E+12;2,76019E+12;2,93739E+12;2,96675E+12;2,9113E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
329;438;3274;KOTA CIREBON;3274;15038;16704;18139;19821;21634;23457;23429;24507;26618;28773;;;;;;;;;;;0,205982491;0,169660813;0,017574435;0,065368121;0,012978671;0,044985744;0,077388947;0,061179192;0,01671607;0,01710312;0,241915973;0,227866254;0,264350011;0,319343384;0,309517365;0,281400302;0,267584582;0,297770949;0,365712726;0,365533619;0,196939067;0,195287477;0,203619027;0,156250377;0,123202121;0,170047601;0,185958121;0,084750357;0,104913701;0,064224308;1,329991941;0,992976295;1,136288984;1,137332393;1,010545619;0,907502281;0,840694364;0,775934136;0,997983091;0,989779177;0,131511206;0,080964165;0,06202632;0,036646807;0,002516844;0,018063007;0,126747581;0,079506875;0,007604962;0,026266469;0,119966025;0,136602216;0,066943612;0,056896826;0,051828864;0,028827977;0,030367446;0,042701571;0,06296621;0,07011494;3,37386E+12;3,56573E+12;3,34549E+12;3,18835E+12;3,23951E+12;3,90803E+12;3,93885E+12;3,90764E+12;3,97318E+12;7,99102E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
330;439;5171;KOTA DENPASAR;5171;34210;38424;42384;46836;51411;55676;49607;49687;54634;60100;;;;;;;;;;;0,177474476;0,035338701;0,035241945;0,073266154;0,039433314;0,034475388;0,113330565;0,072589405;0,066193135;0,168846194;0,404370608;0,43451288;0,415323596;0,490108809;0,443230741;0,460800184;0,372322373;0,396887289;0,421597381;0,481436811;0,141982975;0,109418915;0,137684245;0,127909073;0,12316686;0,130225876;0,050476769;0,053162329;0,098172873;0,142805756;1,144974618;1,139380433;1,128015796;1,252590133;1,162171169;1,158489529;0,775983724;1,205905043;1,152871411;1,33227102;0,061743188;0,001682758;0,119749657;0,042703138;0,046363998;0,050965394;0,224518529;0,01816748;0,102460253;0,015301486;0,163159477;0,136424093;0,123492211;0,158131303;0,152456957;0,108238174;0,159263462;0,189510857;0,213131776;0,232462514;3,65005E+12;2,91695E+12;3,08593E+12;3,56802E+12;6,04182E+12;6,22949E+12;6,29777E+12;6,53056E+12;6,64113E+12;7,08379E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
331;441;1472;KOTA DUMAI;1472;23628;25454;27962;30343;33093;36192;36314;39946;45053;49034;;;;;;;;;;;0,031660672;0,184268837;0,014863088;0,014624631;0,072585955;0,013248896;0,048891256;0,089732397;0,200383252;0,627666803;0,121551043;0,168549173;0,181499759;0,224025136;0,228234502;0,219865337;0,258697717;0,284922638;0,338639811;0,296642381;0,296797463;0,137805219;0,179480634;0,226569425;0,156620265;0,202676562;0,171936921;0,152035229;0,172657433;0,253815199;1,041389546;1,067067105;1,099452327;1,284436535;1,140008961;1,075251188;1,274973207;1,060658979;1,180727966;1,296956575;0,037822232;0,12195678;0,023802722;0,045511893;0,02624084;0,033631612;0,007694624;0,05451713;0,177747902;0,607864587;0,138650135;0,098593981;0,039767347;0,020003158;0,092138811;0,113992778;0,133500687;0,130688478;0,078395658;0,013375512;3,75751E+12;3,13512E+12;3,23933E+12;2,5122E+12;2,78506E+12;3,26113E+12;3,00569E+12;3,08966E+12;3,10756E+12;3,4071E+12;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
332;442;7571;KOTA GORONTALO;7571;5192;5791;6466;7097;7749;8456;8536;8988;9759;10539;;;;;;;;;;;0,043452747;0,094095486;0,056076961;0,012797565;0,078360231;0,028814526;0,111705857;0,009932889;0,046604706;0,028638674;0,165217299;0,159977612;0,181707514;0,219487445;0,20592421;0,218495075;0,255733385;0,287073468;0,245383953;0,317487906;0,105599247;0,157967555;0,180268806;0,164182799;0,08724543;0,09879606;0,075887383;0,106870344;0,197294493;0,120863954;0,844046428;0,960179709;1,093194208;1,003772218;0,90117582;0,948098338;0,962487701;1,225667246;0,848296261;1,169231365;0,125533484;0,030085238;0,071785356;0,034421359;0,115027042;0,058164662;0,126836032;0,238555393;0,052516337;0,002223074;0,094964252;0,101246647;0,041957654;0,035786749;0,05167831;0,063447507;0,059089267;0,101114242;0,076382418;0,048642843;1,71655E+12;1,40045E+12;1,57467E+12;1,52588E+12;1,51545E+12;1,50572E+12;1,56119E+12;1,61116E+12;1,74989E+12;1,75687E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
333;443;1278;KOTA GUNUNG SITOLI;1278;3212;3595;4034;4503;5001;5514;5776;6018;6477;6924;;;;;;;;;;;0,087685968;0,122070596;0,075363857;0,011210318;0,008404536;0,014908233;0,085264398;0,007715704;0,031532563;0,035496632;0,03752987;0,039076235;0,041326409;0,043055974;0,041910453;0,044077432;0,036275202;0,030205492;0,035508017;0,036032848;0,359970812;0,358145805;0,368470547;0,320843027;0,261114785;0,214063008;0,202819084;0,21461073;0,209065993;0,217806003;0,67480459;0,707402641;1,042335827;0,852092688;0,803144934;0,946773261;0,691936558;0,759302442;0,693485106;0,695988723;0,013500685;0,02956173;0,081419026;0,074947166;0,195506155;0,187098236;0,088859945;0,053214129;0,028284557;0,058962627;0,180220685;0,208557605;0,184202781;0,062920964;0,061902707;0,054651041;0,033361023;0,054746549;0,0197178;0,004918711;7,97376E+11;1,33145E+12;1,50443E+12;1,5063E+12;1,6469E+12;1,59844E+12;8,6003E+11;1,68579E+12;1,89146E+12;73734915245;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
334;444;1571;KOTA JAMBI;1571;18978;21293;24406;26293;28859;30856;29465;31919;36188;40151;;;;;;;;;;;0,082088007;0,018562896;0,025641576;0,027275612;0,001904529;0,023787676;0,070856165;0,001441395;0,013118186;0,017612832;0,186595924;0,190254676;0,18298181;0,264773455;0,208564597;0,231491444;0,219304992;0,23275417;0,26181857;0,269711244;0,231697127;0,269924469;0,27785046;0,280235143;0,282407223;0,260087527;0,266443459;0,284887263;0,227149562;0,270538995;1,407090123;0,896070843;0,94740555;1,238052309;1,0303902;1,080428478;0,881508679;0,916975429;0,937749304;0,870226271;0,010557831;0,012917516;0,055180375;0,048554476;0,055648838;0,028789892;0,246291731;0,16058055;0,085073937;0,013928372;0,128444551;0,093748866;0,085261595;0,087730162;0,106422893;0,124255141;0,101915286;0,096602321;0,112606853;0,031305004;3,16079E+12;3,38962E+12;2,672E+12;2,79133E+12;3,48077E+12;3,7084E+12;3,98627E+12;4,30993E+12;4,72242E+12;9,6339E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
335;445;9171;KOTA JAYAPURA;9171;20559;23126;26030;28117;30414;32607;32019;33138;35365;37870;;;;;;;;;;;0,110381838;0,007967419;0,044272951;0,022381525;0,042897808;0,039835001;0,05699399;0,005900935;0,099113385;0,014937043;0,128909475;0,125074647;0,128902662;0,142581825;0,19289035;0,181563706;0,136465481;0,19625859;0,20755919;0,173501135;0,220306437;0,214804851;0,156754499;0,132144154;0,153549935;0,132140904;0,087685444;0,187742149;0,146023329;0,084269818;1,471030216;1,207293659;1,093288123;1,074392709;1,307579722;0,900069282;0,71341912;1,030131234;1,135697923;1,052392157;0,019429138;0,034820233;0,041162208;0,098231695;0,034215987;0,079540634;0,154454655;0,032951034;0,024290095;0,03192372;0,184512825;0,167686077;0,07312102;0,040250503;0,029544107;0,046321857;0,133879251;0,091150396;0,128915959;0,066188546;2,47752E+12;2,66886E+12;2,4759E+12;2,51813E+12;2,60065E+12;2,68635E+12;2,78001E+12;2,94578E+12;3,11945E+12;3,34733E+12;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1
